,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
71466,Adventitial fibroblasts,SMCs,Fn1,Itga8_Itgb1,1.1394637,0.0,1.2981359,0.8718902,0.873978,0.014499814,0.9641877,0.04174146037474421,0.0,1.7986902231586957e-08,9.069749577555289e-08
71464,Adventitial fibroblasts,SMCs,Fn1,Itga5_Itgb1,1.1394637,0.0,1.2981359,0.8718902,0.873978,0.014499814,0.9641877,0.04174146037474421,0.0,1.7986902231586957e-08,9.069749577555289e-08
71463,Adventitial fibroblasts,SMCs,Fn1,Itgav_Itgb1,1.1394637,0.0,1.2981359,0.8718902,0.873978,0.014499814,0.9641877,0.04174146037474421,0.0,1.7986902231586957e-08,9.069749577555289e-08
71465,Adventitial fibroblasts,SMCs,Fn1,Itga4_Itgb1,1.1394637,0.0,1.2981359,0.8718902,0.873978,0.014499814,0.9641877,0.04174146037474421,0.0,1.7986902231586957e-08,9.069749577555289e-08
14275,Adventitial fibroblasts,Alveolar macrophages,Col6a1,Cd44,1.1164495,0.0,1.1461323,1.8212335,1.2712784,0.041988693,0.9619743,0.03959255343578693,0.0,1.7986902231586957e-08,1.119653982987245e-07
15088,Alveolar macrophages,Alveolar macrophages,Lpl,Lrp1,1.113156,0.0,1.0037615,1.1321629,0.8709098,0.03637976,0.95947266,0.03485775042657292,0.0,1.7986902231586957e-08,1.1573551068738928e-07
10278,Endothelial,Aerocytes,Sema3c,Nrp1_Plxna2,1.1125108,0.0,1.1279367,1.9297955,1.6339917,0.060364675,0.96168053,0.035840801506108515,0.0,1.7986902231586957e-08,1.1698293755920937e-07
10279,Endothelial,Aerocytes,Sema3c,Nrp1_Plxna1,1.1125108,0.0,1.1279367,1.9297955,1.6339917,0.060364675,0.96168053,0.035840801506108515,0.0,1.7986902231586957e-08,1.1698293755920937e-07
3644,Adventitial fibroblasts,Adventitial fibroblasts,Col3a1,Ddr2,1.3371794,0.0,0.6740095,1.5883045,1.5381632,0.042195532,0.9509805,0.01742482528366977,0.0,1.7986902231586957e-08,1.2163345277355905e-07
15449,Classical monocytes,Alveolar macrophages,Pkm,Cd44,1.1040493,0.0,1.1105888,1.3430383,0.9532609,0.014870487,0.9613939,0.038629879985410426,0.0,1.7986902231586957e-08,1.2719812395733066e-07
10096,Dendritic cells pDC,Aerocytes,Selplg,Esam,1.1000233,0.0,1.2096,2.235524,1.3887241,0.058757856,0.9629479,0.04561133324938269,0.0,1.7986902231586957e-08,1.313008007198392e-07
72449,Classical monocytes,SMCs,Lgals3,Mcam,1.0955122,0.0,0.7820197,1.348512,0.69154793,0.0414002,0.9543311,0.02496987079616055,0.0,1.7986902231586957e-08,1.3678336359806157e-07
20470,Peribronchial fibroblasts,B-cells,Lgals1,Cd69,1.2542648,0.0,0.92992765,1.2808399,0.94838774,0.025205784,0.95796084,0.016625784850568946,0.0,1.7986902231586957e-08,1.4275141596774404e-07
16664,Interstitial macrophages,Alveolar macrophages,C1qb,Lrp1,1.0854884,0.0,0.9690099,0.89848524,1.3281977,0.041821558,0.958782,0.034069568977754386,0.0,1.7986902231586957e-08,1.537410561567409e-07
39966,Alveolar macrophages,Epithelial,Lpl,Sdc1,1.0786177,0.0,0.8933572,1.8362604,1.0413797,0.06298805,0.9571456,0.03048338058056761,0.0,1.7986902231586957e-08,1.6147675716203894e-07
12940,Transitioning epithelial,Aerocytes,Alcam,Nrp1,1.0675436,0.0,0.998091,1.8294363,1.2588155,0.038445104,0.9593623,0.03512572723346354,0.0,1.7986902231586957e-08,1.8171711376217493e-07
74395,Peribronchial fibroblasts,SMCs,Spon2,Itgb1,1.0657371,0.0,1.1324102,1.8498573,1.1474707,0.04315938,0.96175337,0.04032655476414766,0.0,1.7986902231586957e-08,1.8554912774184347e-07
8737,Adventitial fibroblasts,Aerocytes,Mmp2,Pecam1,1.0592792,0.0,1.1111509,2.0556238,1.4350128,0.10839642,0.9614033,0.041218535794549746,0.0,1.6098383982314746e-08,1.978408539520538e-07
22196,Lymphatic endothelial,CD4 T-cells,Lamb2,Rpsa,1.3444269,0.0,0.6110731,1.3335032,0.9922679,0.0150115695,0.94864446,0.016762563434738677,0.0,1.7986902231586957e-08,1.980778408922381e-07
15518,Classical monocytes,Alveolar macrophages,Lyz1,Itgal,1.0575926,0.0,0.7488227,1.6464208,1.6026869,0.057412878,0.9533764,0.020231004464168693,0.0,1.7986902231586957e-08,2.0261660123089028e-07
21097,Aerocytes,CD4 T-cells,B2m,Cd247,1.5939834,0.0,0.9018042,1.11364,0.6333745,0.019579377,0.95733815,0.014782268884587425,0.0,1.7986902231586957e-08,2.1187363087161854e-07
16477,Epithelial,Alveolar macrophages,Hbegf,Cd9,1.0671967,0.0,0.66274506,1.2897277,0.7657787,0.030333238,0.95058614,0.014437395998683546,0.0,1.7986902231586957e-08,2.3154008336812523e-07
11109,Lymphatic endothelial,Aerocytes,C4a,Nrp1,1.0368032,0.0,0.9093256,3.857187,1.460003,0.15277797,0.95750743,0.028713248821736693,0.0,6.593870031005265e-09,2.449794360474489e-07
18297,SMCs,Alveolar macrophages,Col4a2,Cd44,1.0352719,0.0,0.91344595,1.6272621,1.1975948,0.032379992,0.95759934,0.02827791294807959,0.0,1.7986902231586957e-08,2.479962988959858e-07
44337,AT2,Interstitial macrophages,Lcn2,Fcgr3,1.0339417,0.0,0.9349831,1.660835,2.0010874,0.05106774,0.9580699,0.016239668096451085,0.0,1.7986902231586957e-08,2.5020585869954373e-07
16814,Lymphatic endothelial,Alveolar macrophages,Gas6,Axl,1.031654,0.0,1.0607231,1.9284174,1.2999012,0.059188887,0.9605323,0.03597101275977837,0.0,1.7986902231586957e-08,2.541040784678857e-07
35282,SMCs,Dendritic cells pDC,Col4a1,Cd47,1.0282203,0.0,1.0313178,1.1372243,0.84687304,0.013382152,0.9599959,0.032068485037899094,0.0,1.7986902231586957e-08,2.677762812720231e-07
32904,Alveolar macrophages,Dendritic cells pDC,Sirpa,Cd47,1.0277884,0.0,1.0302905,1.4009011,0.8292682,0.02398238,0.9599768,0.0367563745396228,0.0,1.7986902231586957e-08,2.6850149577124655e-07
15995,Dendritic cells pDC,Alveolar macrophages,Cd47,Sirpa,1.0277884,0.0,1.0302905,1.4009011,0.8292682,0.02398238,0.9599768,0.0367563745396228,0.0,1.7986902231586957e-08,2.6850149577124655e-07
14276,Adventitial fibroblasts,Alveolar macrophages,Col6a2,Cd44,1.0272229,0.0,0.89037454,1.7946985,1.1971362,0.04550049,0.9570769,0.029466383629710775,0.0,1.7986902231586957e-08,2.6893725193248926e-07
16035,Dendritic cells pDC,Alveolar macrophages,Grn,Sort1,1.0240059,0.0,0.6890492,1.575638,0.9710428,0.046066806,0.9514923,0.02078653243452261,0.0,1.7986902231586957e-08,2.789411904769335e-07
10044,Dendritic cells pDC,Aerocytes,Grn,Tnfrsf1a,1.02105,0.0,0.67945063,1.2636154,0.88766325,0.017923487,0.9511675,0.021480654903123453,0.0,1.7986902231586957e-08,2.8705980611310814e-07
20022,Lymphatic endothelial,B-cells,C3,Cd19,1.1458209,0.0,0.68587124,2.6800203,1.7704219,0.19731216,0.9513855,0.013479929242049517,0.0,2.5612587972387147e-09,2.9204690734001737e-07
17871,Neutrophils,Alveolar macrophages,Mmp9,Cd44,1.0172563,0.0,0.86180633,3.9399662,1.5219302,0.18186371,0.95640206,0.01722181077053558,0.0,4.441891279340563e-09,3.0062488184909756e-07
3643,Adventitial fibroblasts,Adventitial fibroblasts,Col1a1,Ddr2,1.1313016,0.0,0.55801845,1.6569765,1.4641113,0.05246366,0.94638646,0.014354669362244317,0.0,1.7986902231586957e-08,3.037662628166838e-07
32677,Aerocytes,Dendritic cells pDC,Cd34,Sell,1.009651,0.0,0.99319,2.9164104,1.4594424,0.10329672,0.9592663,0.03794354526525022,0.0,6.629827323313856e-09,3.263703499957055e-07
